measure 0,-,-,-,-,-,-
half.noBeam.down.pos7,54,2,eighth.start.down.pos6,54,4,False
barline.regular,54,2,accid.natural.pos9,54,5,False
half.noBeam.up.pos-3,54,0,eighth.continue.down.pos9,54,5,False
dynamics.p,54,1,eighth.stop.down.pos8,54,6,False
>,54,2,barline.regular,54,6,False
half.noBeam.down.pos11,54,2,rest.eighth,54,0,True
barline.regular,54,2,accid.natural.pos12,54,1,False
barline.return-to-top,54,2,eighth.start.down.pos12,54,1,False
-,-,-,eighth.continue.down.pos14,54,2,False
-,-,-,eighth.stop.down.pos13,54,3,False
-,-,-,eighth.start.down.pos12,54,4,False
-,-,-,eighth.continue.down.pos7,54,5,False
-,-,-,eighth.continue.down.pos10,54,6,False
-,-,-,eighth.stop.down.pos9,54,7,False
-,-,-,barline.regular,54,7,False
-,-,-,barline.return-to-top,54,7,False
measure 55,-,-,-,-,-,-
accid.natural.pos10,55,0,dynamics.p,55,0,False
eighth.start.down.pos10,55,0,>,55,1,False
accid.sharp.pos8,55,1,quarter.noBeam.down.pos5,55,1,False
eighth.continue.down.pos8,55,1,rest.quarter,55,2,False
eighth.continue.down.pos10,55,2,rest.eighth,55,3,False
eighth.stop.down.pos9,55,3,eighth.start.up.pos1,55,4,False
eighth.start.down.pos11,55,4,eighth.continue.up.pos1,55,5,False
eighth.continue.down.pos9,55,5,eighth.stop.up.pos1,55,6,False
accid.natural.pos8,55,6,barline.regular,55,6,False
eighth.continue.down.pos8,55,6,dynamics.p,55,0,False
eighth.stop.down.pos6,55,7,>,55,1,False
barline.regular,55,7,quarter.noBeam.up.pos1,55,1,False
half.noBeam.down.pos4,55,0,rest.quarter,55,2,False
quarter.noBeam.down.pos4,55,1,rest.eighth,55,3,False
accid.flat.pos3,55,2,accid.flat.pos0,55,4,True
quarter.noBeam.up.pos3,55,2,eighth.start.up.pos0,55,4,False
barline.regular,55,2,eighth.continue.up.pos0,55,5,False
half.noBeam.down.pos8,55,0,eighth.stop.up.pos0,55,6,False
quarter.noBeam.down.pos8,55,1,barline.regular,55,6,False
quarter.noBeam.down.pos7,55,2,dynamics.p,55,0,True
barline.regular,55,2,>,55,1,True
half.noBeam.down.pos12,55,0,quarter.noBeam.down.pos14,55,1,False
half.noBeam.down.pos9,55,1,eighth.start.down.pos11,55,2,False
barline.regular,55,1,duration.dot.pos12,55,2,False
barline.return-to-top,55,1,16th.stop.down.pos10,55,3,False
-,-,-,quarter.noBeam.down.pos10,55,4,False
-,-,-,accid.natural.pos9,55,5,False
-,-,-,quarter.noBeam.down.pos9,55,5,False
-,-,-,barline.regular,55,5,False
-,-,-,dynamics.p,55,0,False
-,-,-,>,55,1,False
-,-,-,accid.natural.pos8,55,1,False
-,-,-,quarter.noBeam.down.pos8,55,1,False
-,-,-,rest.quarter,55,2,False
-,-,-,rest.eighth,55,3,False
-,-,-,eighth.start.down.pos10,55,4,False
-,-,-,eighth.continue.down.pos10,55,5,False
-,-,-,eighth.stop.down.pos10,55,6,False
-,-,-,barline.regular,55,6,False
-,-,-,barline.return-to-top,55,6,False
measure 56,-,-,-,-,-,-
eighth.start.down.pos8,56,0,quarter.noBeam.up.pos1,56,0,False
eighth.continue.down.pos6,56,1,rest.quarter,56,1,False
eighth.continue.down.pos8,56,2,rest.eighth,56,2,False
eighth.stop.down.pos7,56,3,eighth.start.up.pos1,56,3,False
eighth.start.down.pos9,56,4,eighth.continue.up.pos1,56,4,False
eighth.continue.down.pos7,56,5,eighth.stop.up.pos1,56,5,False
eighth.continue.down.pos6,56,6,barline.regular,56,5,False
accid.natural.pos4,56,7,quarter.noBeam.up.pos0,56,0,False
eighth.stop.down.pos4,56,7,rest.quarter,56,1,False
barline.regular,56,7,rest.eighth,56,2,False
half.noBeam.up.pos2,56,0,eighth.start.up.pos-1,56,3,False
quarter.noBeam.up.pos2,56,1,eighth.continue.up.pos-1,56,4,False
quarter.noBeam.up.pos1,56,2,eighth.stop.up.pos-1,56,5,False
barline.regular,56,2,barline.regular,56,5,False
half.noBeam.down.pos6,56,0,eighth.start.down.pos14,56,0,True
quarter.noBeam.down.pos6,56,1,eighth.continue.down.pos11,56,1,False
quarter.noBeam.down.pos5,56,2,eighth.continue.down.pos10,56,2,False
barline.regular,56,2,accid.natural.pos9,56,3,False
half.noBeam.down.pos10,56,0,eighth.stop.down.pos9,56,3,False
half.noBeam.down.pos7,56,1,quarter.noBeam.down.pos9,56,4,False
barline.regular,56,1,quarter.noBeam.down.pos10,56,5,False
barline.return-to-top,56,1,tie.start.pos10,56,5,False
-,-,-,barline.regular,56,5,False
-,-,-,quarter.noBeam.down.pos10,56,0,False
-,-,-,rest.quarter,56,1,False
-,-,-,rest.eighth,56,2,False
-,-,-,eighth.start.down.pos9,56,3,False
-,-,-,eighth.continue.down.pos9,56,4,False
-,-,-,eighth.stop.down.pos9,56,5,False
-,-,-,barline.regular,56,5,False
-,-,-,barline.return-to-top,56,5,True
measure 57,-,-,-,-,-,-
eighth.start.down.pos6,57,0,quarter.noBeam.down.pos11,57,0,False
accid.natural.pos4,57,1,eighth.start.down.pos8,57,1,False
eighth.continue.down.pos4,57,1,duration.dot.pos8,57,1,False
eighth.continue.down.pos6,57,2,16th.stop.down.pos7,57,2,False
eighth.stop.down.pos5,57,3,quarter.noBeam.down.pos7,57,3,False
eighth.start.down.pos7,57,4,quarter.noBeam.down.pos6,57,4,False
eighth.continue.down.pos4,57,5,barline.regular,57,4,False
eighth.continue.down.pos6,57,6,quarter.noBeam.up.pos-1,57,0,False
eighth.stop.down.pos5,57,7,rest.quarter,57,1,False
barline.regular,57,7,rest.eighth,57,2,False
quarter.noBeam.up.pos1,57,0,eighth.start.up.pos1,57,3,False
rest.quarter,57,1,eighth.continue.up.pos1,57,4,False
quarter.noBeam.up.pos0,57,2,eighth.stop.up.pos1,57,5,False
rest.quarter,57,3,barline.regular,57,5,True
barline.regular,57,3,tie.end.pos10,57,0,False
accid.natural.pos3,57,0,whole.noBeam.down.pos10,57,0,False
quarter.noBeam.up.pos3,57,0,tie.start.pos10,57,0,False
rest.quarter,57,1,barline.regular,57,0,False
quarter.noBeam.down.pos4,57,2,accid.flat.pos8,57,0,True
rest.quarter,57,3,quarter.noBeam.down.pos8,57,0,False
barline.regular,57,3,rest.quarter,57,1,False
quarter.noBeam.down.pos8,57,0,rest.eighth,57,2,False
rest.quarter,57,1,eighth.start.down.pos8,57,3,False
quarter.noBeam.down.pos8,57,2,eighth.continue.down.pos8,57,4,False
rest.quarter,57,3,eighth.stop.down.pos8,57,5,False
barline.regular,57,3,barline.regular,57,5,False
barline.return-to-top,57,3,barline.return-to-top,57,5,False
measure 58,-,-,-,-,-,-
eighth.start.down.pos7,58,0,eighth.start.down.pos11,58,0,False
accid.natural.pos4,58,1,eighth.continue.down.pos8,58,1,False
eighth.continue.down.pos4,58,1,eighth.continue.down.pos7,58,2,False
eighth.continue.down.pos6,58,2,eighth.stop.down.pos6,58,3,False
eighth.stop.down.pos5,58,3,quarter.noBeam.down.pos6,58,4,False
eighth.start.down.pos7,58,4,quarter.noBeam.down.pos7,58,5,False
eighth.continue.down.pos4,58,5,barline.regular,58,5,False
eighth.continue.down.pos6,58,6,quarter.noBeam.up.pos1,58,0,False
eighth.stop.down.pos5,58,7,rest.quarter,58,1,False
barline.regular,58,7,rest.eighth,58,2,False
quarter.noBeam.up.pos1,58,0,eighth.start.up.pos0,58,3,False
rest.quarter,58,1,eighth.continue.up.pos0,58,4,False
accid.flat.pos2,58,2,eighth.stop.up.pos0,58,5,False
half.noBeam.up.pos2,58,2,barline.regular,58,5,False
barline.regular,58,2,tie.end.pos10,58,0,True
quarter.noBeam.down.pos4,58,0,half.noBeam.down.pos10,58,0,True
rest.quarter,58,1,tie.start.pos10,58,0,True
half.noBeam.down.pos4,58,2,half.noBeam.down.pos10,58,1,False
barline.regular,58,2,barline.regular,58,1,False
quarter.noBeam.down.pos8,58,0,quarter.noBeam.down.pos8,58,0,False
rest.quarter,58,1,rest.quarter,58,1,False
accid.natural.pos8,58,2,rest.eighth,58,2,False
half.noBeam.down.pos8,58,2,eighth.start.down.pos7,58,3,False
barline.regular,58,2,eighth.continue.down.pos7,58,4,False
barline.return-to-top,58,2,eighth.stop.down.pos7,58,5,False
-,-,-,barline.regular,58,5,False
-,-,-,barline.return-to-top,58,5,False
measure 59,-,-,-,-,-,-
dynamics.p,59,0,quarter.noBeam.down.pos8,59,0,False
>,59,1,quarter.noBeam.down.pos7,59,1,False
quarter.noBeam.down.pos4,59,1,rest.eighth,59,2,False
rest.quarter,59,2,eighth.noBeam.up.pos0,59,3,False
rest.half,59,3,>,59,3,False
barline.regular,59,3,eighth.noBeam.up.pos4,59,3,False
dynamics.p,59,0,eighth.noBeam.up.pos0,59,4,False
>,59,1,>,59,4,False
accid.natural.pos2,59,1,eighth.noBeam.up.pos4,59,4,False
quarter.noBeam.up.pos2,59,1,eighth.noBeam.up.pos0,59,5,False
rest.quarter,59,2,>,59,5,False
rest.half,59,3,eighth.noBeam.up.pos4,59,5,False
barline.regular,59,3,barline.regular,59,5,False
dynamics.p,59,0,rest.eighth,59,0,False
>,59,1,eighth.noBeam.up.pos0,59,1,False
quarter.noBeam.down.pos6,59,1,>,59,1,False
rest.quarter,59,2,eighth.noBeam.up.pos5,59,1,False
rest.half,59,3,eighth.noBeam.up.pos0,59,2,False
barline.regular,59,3,>,59,2,False
dynamics.p,59,0,eighth.noBeam.up.pos5,59,2,False
>,59,1,eighth.noBeam.up.pos0,59,3,False
quarter.noBeam.down.pos9,59,1,>,59,3,False
rest.quarter,59,2,eighth.noBeam.up.pos5,59,3,False
rest.half,59,3,quarter.noBeam.down.pos8,59,4,False
barline.regular,59,3,quarter.noBeam.down.pos7,59,5,False
barline.return-to-top,59,3,barline.regular,59,5,True
-,-,-,half.noBeam.down.pos7,59,0,True
-,-,-,half.noBeam.down.pos8,59,1,True
-,-,-,barline.regular,59,1,False
-,-,-,rest.eighth,59,0,False
-,-,-,accid.natural.pos8,59,1,False
-,-,-,eighth.start.down.pos8,59,1,False
-,-,-,eighth.continue.down.pos8,59,2,False
-,-,-,eighth.stop.down.pos8,59,3,False
-,-,-,rest.eighth,59,4,False
-,-,-,eighth.start.down.pos9,59,5,False
-,-,-,eighth.continue.down.pos9,59,6,False
-,-,-,eighth.stop.down.pos9,59,7,False
-,-,-,barline.regular,59,7,False
-,-,-,barline.return-to-top,59,7,False
measure 60,-,-,-,-,-,-
rest.half,60,0,quarter.noBeam.down.pos8,60,0,False
dynamics.p,60,1,quarter.noBeam.down.pos7,60,1,False
>,60,2,rest.eighth,60,2,False
half.noBeam.up.pos1,60,2,eighth.noBeam.up.pos0,60,3,False
barline.regular,60,2,>,60,3,False
rest.half,60,0,eighth.noBeam.up.pos5,60,3,False
dynamics.p,60,1,eighth.noBeam.up.pos0,60,4,False
>,60,2,>,60,4,False
eighth.start.up.pos0,60,2,eighth.noBeam.up.pos5,60,4,False
accid.natural.pos-3,60,3,eighth.noBeam.up.pos0,60,5,False
eighth.continue.up.pos-3,60,3,>,60,5,False
eighth.continue.up.pos-1,60,4,eighth.noBeam.up.pos5,60,5,False
eighth.stop.up.pos-2,60,5,barline.regular,60,5,False
barline.regular,60,5,rest.eighth,60,0,False
rest.half,60,0,accid.natural.pos3,60,1,False
dynamics.p,60,1,eighth.noBeam.up.pos0,60,1,False
>,60,2,>,60,1,False
half.noBeam.up.pos0,60,2,eighth.noBeam.up.pos3,60,1,False
barline.regular,60,2,eighth.noBeam.up.pos0,60,2,False
rest.half,60,0,>,60,2,False
half.noBeam.up.pos1,60,1,eighth.noBeam.up.pos3,60,2,False
barline.regular,60,1,eighth.noBeam.up.pos0,60,3,False
barline.return-to-top,60,1,>,60,3,False
-,-,-,eighth.noBeam.up.pos3,60,3,False
-,-,-,quarter.noBeam.down.pos8,60,4,False
-,-,-,quarter.noBeam.down.pos7,60,5,False
-,-,-,barline.regular,60,5,False
-,-,-,whole.noBeam.down.pos7,60,0,True
-,-,-,barline.regular,60,0,False
-,-,-,rest.eighth,60,0,False
-,-,-,eighth.start.down.pos10,60,1,False
-,-,-,eighth.continue.down.pos10,60,2,False
-,-,-,eighth.stop.down.pos10,60,3,False
-,-,-,rest.eighth,60,4,False
-,-,-,accid.natural.pos8,60,5,False
-,-,-,eighth.start.down.pos8,60,5,False
-,-,-,eighth.continue.down.pos8,60,6,False
-,-,-,eighth.stop.down.pos8,60,7,False
-,-,-,barline.regular,60,7,False
-,-,-,barline.return-to-top,60,7,False
measure 61,-,-,-,-,-,-
quarter.noBeam.up.pos-3,61,0,dynamics.f,61,0,False
half.noBeam.down.pos4,61,1,>,61,1,False
eighth.start.up.pos3,61,2,whole.noBeam.up.pos1,61,1,False
eighth.stop.up.pos2,61,3,>,61,1,False
barline.regular,61,3,whole.noBeam.up.pos4,61,1,False
accid.flat.pos-3,61,0,>,61,1,False
quarter.noBeam.up.pos-3,61,0,whole.noBeam.down.pos10,61,1,False
quarter.noBeam.up.pos-5,61,1,barline.regular,61,1,False
>,61,1,dynamics.f,61,0,False
quarter.noBeam.up.pos0,61,1,>,61,1,False
quarter.noBeam.up.pos-5,61,2,half.noBeam.down.pos6,61,1,False
>,61,2,tie.start.pos6,61,1,False
quarter.noBeam.up.pos0,61,2,eighth.start.up.pos6,61,2,True
rest.quarter,61,3,accid.natural.pos0,61,3,False
barline.regular,61,3,eighth.continue.up.pos0,61,3,False
quarter.noBeam.up.pos1,61,0,eighth.continue.up.pos1,61,4,False
quarter.noBeam.up.pos3,61,1,eighth.stop.up.pos2,61,5,False
quarter.noBeam.up.pos3,61,2,barline.regular,61,5,False
rest.quarter,61,3,dynamics.f,61,0,False
barline.regular,61,3,>,61,1,False
quarter.noBeam.up.pos2,61,0,eighth.start.up.pos7,61,1,False
quarter.noBeam.down.pos9,61,1,eighth.continue.up.pos0,61,2,False
quarter.noBeam.up.pos2,61,2,eighth.continue.up.pos3,61,3,False
rest.quarter,61,3,accid.sharp.pos4,61,4,False
barline.regular,61,3,eighth.stop.up.pos4,61,4,True
barline.return-to-top,61,3,half.noBeam.down.pos5,61,5,False
-,-,-,barline.regular,61,5,False
-,-,-,dynamics.f,61,0,False
-,-,-,>,61,1,False
-,-,-,whole.noBeam.down.pos9,61,1,False
-,-,-,tie.start.pos9,61,1,False
-,-,-,barline.regular,61,1,False
-,-,-,barline.return-to-top,61,1,False
measure 62,-,-,-,-,-,-
quarter.noBeam.up.pos2,62,1,rest.eighth,62,0,True
quarter.noBeam.down.pos7,62,2,eighth.start.down.pos6,62,1,False
tie.start.pos7,62,2,eighth.continue.down.pos8,62,2,False
eighth.start.down.pos7,62,3,eighth.stop.down.pos10,62,3,False
eighth.continue.down.pos4,62,4,eighth.start.down.pos12,62,4,False
eighth.continue.down.pos3,62,5,eighth.continue.down.pos10,62,5,False
eighth.stop.down.pos2,62,6,eighth.continue.down.pos9,62,6,False
barline.regular,62,6,eighth.stop.down.pos8,62,7,False
rest.quarter,62,2,barline.regular,62,7,True
quarter.noBeam.up.pos-5,62,3,half.noBeam.up.pos3,62,0,False
>,62,3,half.noBeam.down.pos6,62,1,False
quarter.noBeam.up.pos0,62,3,barline.regular,62,1,False
quarter.noBeam.up.pos-5,62,4,half.noBeam.down.pos7,62,0,False
>,62,4,half.noBeam.down.pos9,62,1,False
quarter.noBeam.up.pos0,62,4,barline.regular,62,1,False
rest.quarter,62,5,half.noBeam.down.pos9,62,0,False
barline.regular,62,5,half.noBeam.up.pos2,62,1,False
rest.quarter,62,2,barline.regular,62,1,False
accid.flat.pos5,62,3,barline.return-to-top,62,1,False
quarter.noBeam.down.pos5,62,3,-,-,-,-
quarter.noBeam.down.pos5,62,4,-,-,-,-
rest.quarter,62,5,-,-,-,-
barline.regular,62,5,-,-,-,-
rest.quarter,62,2,-,-,-,-
quarter.noBeam.down.pos9,62,3,-,-,-,-
quarter.noBeam.up.pos2,62,4,-,-,-,-
rest.quarter,62,5,-,-,-,-
barline.regular,62,5,-,-,-,-
barline.return-to-top,62,5,-,-,-,-
measure 63,-,-,-,-,-,-
quarter.noBeam.up.pos2,63,0,half.noBeam.down.pos8,63,0,False
half.noBeam.up.pos3,63,1,accid.natural.pos7,63,1,False
eighth.start.up.pos4,63,2,quarter.noBeam.down.pos7,63,1,False
eighth.stop.up.pos3,63,3,rest.quarter,63,2,False
barline.regular,63,3,barline.regular,63,2,False
rest.quarter,63,0,half.noBeam.down.pos4,63,0,False
quarter.noBeam.up.pos1,63,1,rest.eighth,63,1,True
quarter.noBeam.up.pos1,63,2,eighth.start.up.pos-1,63,2,False
rest.quarter,63,3,accid.natural.pos0,63,3,False
barline.regular,63,3,eighth.continue.up.pos0,63,3,False
rest.quarter,63,0,accid.sharp.pos1,63,4,False
quarter.noBeam.down.pos4,63,1,eighth.stop.up.pos1,63,4,False
quarter.noBeam.down.pos4,63,2,barline.regular,63,4,False
rest.quarter,63,3,eighth.start.down.pos8,63,0,False
barline.regular,63,3,accid.sharp.pos0,63,1,False
rest.quarter,63,0,eighth.continue.down.pos0,63,1,False
quarter.noBeam.down.pos9,63,1,eighth.continue.down.pos1,63,2,False
quarter.noBeam.up.pos2,63,2,accid.natural.pos2,63,3,False
rest.quarter,63,3,eighth.stop.down.pos2,63,3,False
barline.regular,63,3,half.noBeam.up.pos3,63,4,False
barline.return-to-top,63,3,tie.start.pos3,63,4,False
-,-,-,barline.regular,63,4,False
-,-,-,whole.noBeam.up.pos3,63,0,False
-,-,-,tie.start.pos3,63,0,False
-,-,-,barline.regular,63,0,False
-,-,-,barline.return-to-top,63,0,False
measure 64,-,-,-,-,-,-
eighth.start.down.pos5,64,0,rest.eighth,64,0,False
eighth.stop.down.pos4,64,1,accid.natural.pos7,64,1,False
quarter.noBeam.down.pos10,64,2,eighth.start.down.pos7,64,1,False
tie.start.pos10,64,2,eighth.continue.down.pos9,64,2,False
eighth.start.down.pos10,64,3,eighth.stop.down.pos11,64,3,False
eighth.continue.down.pos8,64,4,accid.flat.pos13,64,4,False
eighth.continue.down.pos7,64,5,eighth.start.down.pos13,64,4,False
eighth.stop.down.pos6,64,6,eighth.continue.down.pos11,64,5,False
barline.regular,64,6,eighth.continue.down.pos10,64,6,False
rest.quarter,64,0,eighth.stop.down.pos9,64,7,False
quarter.noBeam.up.pos1,64,1,barline.regular,64,7,False
quarter.noBeam.up.pos1,64,2,half.noBeam.up.pos2,64,0,False
rest.quarter,64,3,accid.natural.pos7,64,1,False
barline.regular,64,3,half.noBeam.down.pos4,64,1,False
rest.quarter,64,0,>,64,1,False
quarter.noBeam.down.pos5,64,1,half.noBeam.down.pos7,64,1,False
quarter.noBeam.down.pos5,64,2,barline.regular,64,1,False
rest.quarter,64,3,half.noBeam.up.pos3,64,0,False
barline.regular,64,3,half.noBeam.up.pos-3,64,1,False
rest.quarter,64,0,>,64,1,False
quarter.noBeam.down.pos9,64,1,half.noBeam.up.pos1,64,1,False
quarter.noBeam.up.pos2,64,2,barline.regular,64,1,False
rest.quarter,64,3,half.noBeam.up.pos3,64,0,False
barline.regular,64,3,half.noBeam.up.pos-4,64,1,False
barline.return-to-top,64,3,barline.regular,64,1,False
-,-,-,barline.return-to-top,64,1,False
measure 65,-,-,-,-,-,-
eighth.start.down.pos8,65,0,half.noBeam.down.pos9,65,0,False
eighth.continue.down.pos6,65,1,accid.sharp.pos8,65,1,False
eighth.continue.down.pos5,65,2,quarter.noBeam.down.pos8,65,1,False
eighth.stop.down.pos4,65,3,rest.quarter,65,2,False
eighth.start.up.pos5,65,4,barline.regular,65,2,False
eighth.continue.up.pos3,65,5,half.noBeam.up.pos-1,65,0,False
eighth.continue.up.pos2,65,6,>,65,0,False
eighth.stop.up.pos1,65,7,half.noBeam.up.pos5,65,0,False
barline.regular,65,7,rest.eighth,65,1,True
rest.half,65,0,eighth.start.up.pos-5,65,2,False
half.noBeam.up.pos-1,65,1,accid.natural.pos-4,65,3,False
barline.regular,65,1,eighth.continue.up.pos-4,65,3,False
rest.half,65,0,accid.sharp.pos-2,65,4,False
half.noBeam.up.pos2,65,1,eighth.stop.up.pos-2,65,4,False
barline.regular,65,1,barline.regular,65,4,False
rest.whole,65,0,rest.eighth,65,0,True
barline.regular,65,0,eighth.start.up.pos-3,65,1,False
barline.return-to-top,65,0,eighth.continue.up.pos-2,65,2,False
-,-,-,accid.sharp.pos1,65,3,False
-,-,-,eighth.stop.up.pos1,65,3,False
-,-,-,accid.natural.pos2,65,4,False
-,-,-,half.noBeam.up.pos2,65,4,False
-,-,-,tie.start.pos2,65,4,False
-,-,-,barline.regular,65,4,False
-,-,-,whole.noBeam.up.pos-3,65,0,False
-,-,-,tie.start.pos-3,65,0,False
-,-,-,barline.regular,65,0,False
-,-,-,barline.return-to-top,65,0,False
measure 66,-,-,-,-,-,-
quarter.noBeam.down.pos4,66,0,rest.eighth,66,0,False
quarter.noBeam.up.pos2,66,1,dynamics.p,66,1,False
quarter.noBeam.up.pos0,66,2,>,66,2,False
eighth.start.up.pos4,66,3,accid.sharp.pos8,66,2,False
eighth.stop.up.pos3,66,4,eighth.start.down.pos8,66,2,False
barline.regular,66,4,accid.natural.pos10,66,3,False
quarter.noBeam.up.pos0,66,0,eighth.continue.down.pos10,66,3,False
accid.flat.pos-1,66,1,eighth.stop.down.pos12,66,4,False
quarter.noBeam.up.pos-1,66,1,eighth.start.down.pos14,66,5,False
quarter.noBeam.up.pos-2,66,2,eighth.continue.down.pos12,66,6,False
eighth.start.up.pos2,66,3,eighth.continue.down.pos11,66,7,False
eighth.stop.up.pos1,66,4,eighth.stop.down.pos10,66,8,False
barline.regular,66,4,barline.regular,66,8,False
quarter.noBeam.up.pos1,66,0,half.noBeam.up.pos-1,66,0,False
quarter.noBeam.up.pos-1,66,1,dynamics.p,66,1,False
quarter.noBeam.up.pos2,66,2,>,66,2,False
quarter.noBeam.up.pos0,66,3,half.noBeam.down.pos5,66,2,False
barline.regular,66,3,barline.regular,66,2,False
rest.whole,66,0,half.noBeam.up.pos2,66,0,False
barline.regular,66,0,dynamics.p,66,1,False
barline.return-to-top,66,0,>,66,2,False
-,-,-,accid.sharp.pos7,66,2,False
-,-,-,half.noBeam.down.pos7,66,2,False
-,-,-,barline.regular,66,2,False
-,-,-,half.noBeam.up.pos-3,66,0,False
-,-,-,dynamics.p,66,1,False
-,-,-,>,66,2,False
-,-,-,half.noBeam.down.pos11,66,2,False
-,-,-,barline.regular,66,2,False
-,-,-,barline.return-to-top,66,2,False
measure 67,-,-,-,-,-,-
half.noBeam.up.pos2,67,0,accid.natural.pos10,67,0,False
tie.start.pos2,67,0,eighth.start.down.pos10,67,0,False
eighth.start.up.pos2,67,1,accid.sharp.pos8,67,1,False
eighth.continue.up.pos1,67,2,eighth.continue.down.pos8,67,1,False
eighth.continue.up.pos3,67,3,eighth.continue.down.pos10,67,2,False
eighth.stop.up.pos2,67,4,eighth.stop.down.pos9,67,3,False
barline.regular,67,4,eighth.start.down.pos11,67,4,False
half.noBeam.up.pos0,67,0,eighth.continue.down.pos9,67,5,False
quarter.noBeam.up.pos-1,67,1,accid.natural.pos8,67,6,False
eighth.start.up.pos1,67,2,eighth.continue.down.pos8,67,6,False
eighth.stop.up.pos0,67,3,eighth.stop.down.pos6,67,7,False
barline.regular,67,3,barline.regular,67,7,False
half.noBeam.up.pos3,67,0,half.noBeam.down.pos4,67,0,False
duration.dot.pos4,67,0,quarter.noBeam.down.pos4,67,1,False
accid.natural.pos3,67,1,accid.flat.pos3,67,2,False
quarter.noBeam.up.pos3,67,1,quarter.noBeam.up.pos3,67,2,False
barline.regular,67,1,barline.regular,67,2,False
rest.half,67,0,half.noBeam.down.pos8,67,0,False
rest.quarter,67,1,quarter.noBeam.down.pos8,67,1,False
quarter.noBeam.up.pos0,67,2,quarter.noBeam.down.pos7,67,2,False
barline.regular,67,2,barline.regular,67,2,False
barline.return-to-top,67,2,half.noBeam.down.pos12,67,0,False
-,-,-,half.noBeam.down.pos9,67,1,False
-,-,-,barline.regular,67,1,False
-,-,-,barline.return-to-top,67,1,False
measure 68,-,-,-,-,-,-
eighth.start.up.pos1,68,0,eighth.start.down.pos8,68,0,False
eighth.stop.up.pos0,68,1,eighth.continue.down.pos6,68,1,False
quarter.noBeam.down.pos7,68,2,eighth.continue.down.pos8,68,2,False
tie.start.pos7,68,2,eighth.stop.down.pos7,68,3,False
eighth.start.down.pos7,68,3,eighth.start.down.pos9,68,4,False
eighth.continue.down.pos6,68,4,eighth.continue.down.pos7,68,5,False
eighth.continue.down.pos8,68,5,eighth.continue.down.pos6,68,6,False
eighth.stop.down.pos7,68,6,accid.natural.pos4,68,7,False
barline.regular,68,6,eighth.stop.down.pos4,68,7,False
eighth.start.up.pos-1,68,0,barline.regular,68,7,False
eighth.stop.up.pos-2,68,1,half.noBeam.up.pos2,68,0,False
quarter.noBeam.up.pos2,68,2,quarter.noBeam.up.pos2,68,1,False
quarter.noBeam.up.pos1,68,3,quarter.noBeam.up.pos1,68,2,False
quarter.noBeam.down.pos4,68,4,barline.regular,68,2,False
barline.regular,68,4,half.noBeam.down.pos6,68,0,False
half.noBeam.up.pos1,68,0,quarter.noBeam.down.pos6,68,1,False
rest.quarter,68,1,quarter.noBeam.down.pos5,68,2,False
quarter.noBeam.up.pos3,68,2,barline.regular,68,2,False
barline.regular,68,2,half.noBeam.down.pos10,68,0,False
quarter.noBeam.up.pos3,68,0,half.noBeam.down.pos7,68,1,False
quarter.noBeam.down.pos5,68,1,barline.regular,68,1,False
