measure 0,-,-,-,-,-,-
>,162,0,dynamics.f,162,0,False
quarter.noBeam.down.pos5,162,0,>,162,1,False
>,162,0,quarter.noBeam.up.pos-3,162,1,False
quarter.noBeam.down.pos10,162,0,duration.dot.pos-2,162,1,False
rest.eighth,162,1,>,162,1,False
rest.quarter,162,2,tie.start.pos-3,162,1,False
duration.dot.pos5,162,2,16th.start.up.pos-3,162,2,False
barline.regular,162,2,16th.continue.up.pos-2,162,3,False
quarter.noBeam.up.pos0,162,0,16th.continue.up.pos-1,162,4,False
rest.eighth,162,1,16th.continue.up.pos-2,162,5,False
rest.quarter,162,2,16th.continue.up.pos-3,162,6,False
duration.dot.pos5,162,2,16th.stop.up.pos-2,162,7,False
barline.regular,162,2,barline.regular,162,7,False
barline.return-to-top,162,2,barline.return-to-top,162,7,False
measure 163,-,-,-,-,-,-
eighth.start.up.pos6,163,0,eighth.start.down.pos10,163,0,False
eighth.continue.up.pos-1,163,1,eighth.continue.down.pos3,163,1,False
eighth.stop.up.pos2,163,2,eighth.stop.down.pos6,163,2,False
accid.flat.pos4,163,3,quarter.noBeam.down.pos8,163,3,False
eighth.start.down.pos4,163,3,eighth.noBeam.down.pos7,163,4,False
eighth.continue.down.pos6,163,4,barline.regular,163,4,False
eighth.stop.down.pos9,163,5,eighth.start.down.pos8,163,0,False
barline.regular,163,5,eighth.continue.down.pos1,163,1,False
eighth.start.up.pos2,163,0,eighth.stop.down.pos3,163,2,False
accid.flat.pos-3,163,1,eighth.start.down.pos6,163,3,False
eighth.continue.up.pos-3,163,1,eighth.continue.down.pos3,163,4,False
eighth.stop.up.pos-1,163,2,accid.sharp.pos2,163,5,True
eighth.noBeam.up.pos2,163,3,eighth.stop.down.pos2,163,5,False
accid.flat.pos4,163,4,barline.regular,163,5,False
quarter.noBeam.down.pos4,163,4,rest.half,163,0,False
barline.regular,163,4,duration.dot.pos5,163,0,False
accid.flat.pos3,163,0,barline.regular,163,0,False
16th.start.up.pos3,163,0,16th.start.up.pos-1,163,0,False
16th.continue.up.pos4,163,1,16th.continue.up.pos0,163,1,False
16th.continue.up.pos5,163,2,16th.continue.up.pos1,163,2,False
16th.continue.up.pos4,163,3,16th.continue.up.pos0,163,3,False
16th.continue.up.pos3,163,4,16th.continue.up.pos-1,163,4,False
16th.stop.up.pos2,163,5,16th.stop.up.pos0,163,5,False
quarter.noBeam.up.pos1,163,6,eighth.start.up.pos1,163,6,False
rest.eighth,163,7,accid.natural.pos2,163,7,False
barline.regular,163,7,eighth.continue.up.pos2,163,7,False
rest.quarter,163,0,accid.sharp.pos3,163,8,False
rest.eighth,163,1,eighth.stop.up.pos3,163,8,False
accid.flat.pos2,163,2,barline.regular,163,8,False
16th.start.up.pos2,163,2,barline.return-to-top,163,8,False
16th.continue.up.pos1,163,3,-,-,-,-
16th.continue.up.pos0,163,4,-,-,-,-
16th.continue.up.pos-1,163,5,-,-,-,-
16th.continue.up.pos-2,163,6,-,-,-,-
16th.stop.up.pos-3,163,7,-,-,-,-
barline.regular,163,7,-,-,-,-
barline.return-to-top,163,7,-,-,-,-
measure 164,-,-,-,-,-,-
dynamics.p,164,0,quarter.noBeam.down.pos6,164,0,False
>,164,1,duration.dot.pos6,164,0,False
accid.flat.pos11,164,1,>,164,0,False
half.noBeam.down.pos11,164,1,tie.start.pos6,164,0,False
duration.dot.pos12,164,1,16th.start.down.pos6,164,1,False
>,164,1,16th.continue.down.pos7,164,2,False
tie.start.pos11,164,1,16th.continue.down.pos8,164,3,False
barline.regular,164,1,16th.continue.down.pos7,164,4,False
dynamics.p,164,0,16th.continue.down.pos6,164,5,False
>,164,1,16th.stop.down.pos8,164,6,False
half.noBeam.down.pos7,164,1,barline.regular,164,6,False
duration.dot.pos8,164,1,eighth.start.up.pos1,164,0,False
>,164,1,accid.sharp.pos1,164,1,False
tie.start.pos7,164,1,eighth.continue.up.pos1,164,1,False
barline.regular,164,1,accid.sharp.pos2,164,2,True
dynamics.p,164,0,eighth.stop.up.pos2,164,2,True
>,164,1,quarter.noBeam.up.pos2,164,3,False
half.noBeam.up.pos1,164,1,duration.dot.pos2,164,3,False
duration.dot.pos2,164,1,barline.regular,164,3,False
>,164,1,rest.half,164,0,False
tie.start.pos1,164,1,duration.dot.pos5,164,0,False
barline.regular,164,1,barline.regular,164,0,False
dynamics.p,164,0,eighth.start.up.pos4,164,0,False
>,164,1,eighth.continue.up.pos3,164,1,False
accid.sharp.pos-4,164,1,eighth.stop.up.pos2,164,2,False
16th.start.up.pos-4,164,1,quarter.noBeam.down.pos5,164,3,False
16th.continue.up.pos-3,164,2,eighth.noBeam.down.pos4,164,4,False
16th.continue.up.pos-2,164,3,barline.regular,164,4,False
16th.continue.up.pos-3,164,4,barline.return-to-top,164,4,False
16th.continue.up.pos-4,164,5,-,-,-,-
16th.stop.up.pos-3,164,6,-,-,-,-
16th.start.up.pos-2,164,7,-,-,-,-
16th.continue.up.pos-1,164,8,-,-,-,-
16th.continue.up.pos0,164,9,-,-,-,-
16th.continue.up.pos-1,164,10,-,-,-,-
16th.continue.up.pos-2,164,11,-,-,-,-
16th.stop.up.pos-1,164,12,-,-,-,-
barline.regular,164,12,-,-,-,-
barline.return-to-top,164,12,-,-,-,-
measure 165,-,-,-,-,-,-
tie.end.pos11,165,0,16th.start.down.pos7,165,0,False
half.noBeam.down.pos11,165,0,16th.continue.down.pos8,165,1,False
duration.dot.pos12,165,0,accid.sharp.pos9,165,2,True
>,165,0,16th.continue.down.pos9,165,2,False
tie.start.pos11,165,0,16th.continue.down.pos8,165,3,False
barline.regular,165,0,16th.continue.down.pos7,165,4,False
tie.end.pos7,165,0,16th.stop.down.pos9,165,5,False
half.noBeam.down.pos7,165,0,accid.sharp.pos8,165,6,False
duration.dot.pos8,165,0,16th.start.down.pos8,165,6,True
>,165,0,16th.continue.down.pos9,165,7,False
tie.start.pos7,165,0,16th.continue.down.pos10,165,8,False
barline.regular,165,0,16th.continue.down.pos9,165,9,False
tie.end.pos1,165,0,16th.continue.down.pos8,165,10,False
half.noBeam.up.pos1,165,0,16th.stop.down.pos10,165,11,False
duration.dot.pos2,165,0,barline.regular,165,11,False
>,165,0,quarter.noBeam.up.pos3,165,0,False
tie.start.pos1,165,0,duration.dot.pos4,165,0,False
barline.regular,165,0,quarter.noBeam.down.pos5,165,1,False
16th.start.up.pos0,165,0,duration.dot.pos6,165,1,False
16th.continue.up.pos1,165,1,barline.regular,165,1,False
accid.flat.pos2,165,2,rest.half,165,0,False
16th.continue.up.pos2,165,2,duration.dot.pos5,165,0,False
16th.continue.up.pos1,165,3,barline.regular,165,0,False
16th.continue.up.pos0,165,4,quarter.noBeam.up.pos3,165,0,False
16th.stop.up.pos-1,165,5,accid.sharp.pos3,165,1,False
16th.start.up.pos-2,165,6,eighth.noBeam.up.pos3,165,1,False
16th.continue.up.pos-1,165,7,quarter.noBeam.down.pos4,165,2,False
16th.continue.up.pos0,165,8,accid.sharp.pos4,165,3,False
16th.continue.up.pos-1,165,9,eighth.noBeam.down.pos4,165,3,False
16th.continue.up.pos-2,165,10,barline.regular,165,3,False
16th.stop.up.pos-3,165,11,barline.return-to-top,165,3,False
barline.regular,165,11,-,-,-,-
barline.return-to-top,165,11,-,-,-,-
measure 166,-,-,-,-,-,-
tie.end.pos11,166,1,accid.sharp.pos9,166,0,False
half.noBeam.down.pos11,166,1,16th.start.down.pos9,166,0,False
duration.dot.pos12,166,1,16th.continue.down.pos10,166,1,False
>,166,1,16th.continue.down.pos11,166,2,False
tie.start.pos11,166,1,16th.continue.down.pos10,166,3,False
barline.regular,166,1,16th.continue.down.pos9,166,4,False
tie.end.pos7,166,2,16th.stop.down.pos11,166,5,False
half.noBeam.down.pos7,166,2,eighth.start.up.pos7,166,6,False
duration.dot.pos8,166,2,eighth.continue.up.pos0,166,7,False
>,166,2,eighth.stop.up.pos7,166,8,False
tie.start.pos7,166,2,barline.regular,166,8,False
barline.regular,166,2,quarter.noBeam.down.pos4,166,0,False
tie.end.pos1,166,2,duration.dot.pos4,166,0,False
half.noBeam.up.pos1,166,2,16th.start.down.pos4,166,1,False
duration.dot.pos2,166,2,16th.continue.down.pos5,166,2,False
>,166,2,16th.continue.down.pos6,166,3,False
tie.start.pos1,166,2,16th.continue.down.pos5,166,4,False
barline.regular,166,2,16th.continue.down.pos4,166,5,False
accid.sharp.pos-4,166,2,16th.stop.down.pos5,166,6,False
16th.start.up.pos-4,166,2,barline.regular,166,6,False
16th.continue.up.pos-3,166,3,16th.start.down.pos6,166,0,False
16th.continue.up.pos-2,166,4,accid.sharp.pos7,166,1,False
16th.continue.up.pos-3,166,5,16th.continue.down.pos7,166,1,False
16th.continue.up.pos-4,166,6,accid.sharp.pos8,166,2,False
16th.stop.up.pos-3,166,7,16th.continue.down.pos8,166,2,False
16th.start.up.pos-2,166,8,16th.continue.down.pos7,166,3,False
16th.continue.up.pos-1,166,9,16th.continue.down.pos6,166,4,False
16th.continue.up.pos0,166,10,16th.stop.down.pos7,166,5,True
16th.continue.up.pos-1,166,11,16th.start.down.pos8,166,6,False
16th.continue.up.pos-2,166,12,16th.continue.down.pos9,166,7,False
16th.stop.up.pos-1,166,13,16th.continue.down.pos10,166,8,False
barline.regular,166,13,16th.continue.down.pos9,166,9,False
barline.return-to-top,166,13,16th.continue.down.pos8,166,10,False
-,-,-,16th.stop.down.pos9,166,11,False
-,-,-,barline.regular,166,11,False
-,-,-,eighth.start.up.pos5,166,0,False
-,-,-,eighth.continue.up.pos-2,166,1,False
-,-,-,eighth.stop.up.pos5,166,2,False
-,-,-,quarter.noBeam.down.pos4,166,3,False
-,-,-,eighth.noBeam.up.pos3,166,4,False
-,-,-,barline.regular,166,4,False
-,-,-,barline.return-to-top,166,4,False
measure 167,-,-,-,-,-,-
half.noBeam.down.pos11,167,0,16th.start.down.pos6,167,0,False
duration.dot.pos12,167,0,16th.continue.down.pos7,167,1,False
barline.regular,167,0,16th.continue.down.pos8,167,2,False
half.noBeam.down.pos7,167,0,16th.continue.down.pos7,167,3,False
duration.dot.pos8,167,0,16th.continue.down.pos6,167,4,False
barline.regular,167,0,16th.stop.down.pos7,167,5,False
half.noBeam.up.pos1,167,0,eighth.start.down.pos8,167,6,False
duration.dot.pos2,167,0,eighth.continue.down.pos7,167,7,False
barline.regular,167,0,eighth.stop.down.pos6,167,8,False
16th.start.up.pos0,167,0,barline.regular,167,8,False
16th.continue.up.pos1,167,1,16th.start.up.pos1,167,0,False
accid.flat.pos2,167,2,16th.continue.up.pos0,167,1,False
16th.continue.up.pos2,167,2,16th.continue.up.pos-1,167,2,False
16th.continue.up.pos1,167,3,16th.continue.up.pos0,167,3,False
16th.continue.up.pos0,167,4,16th.continue.up.pos1,167,4,False
16th.stop.up.pos-1,167,5,16th.stop.up.pos0,167,5,False
16th.start.up.pos-2,167,6,16th.start.up.pos-1,167,6,False
16th.continue.up.pos-1,167,7,16th.continue.up.pos0,167,7,False
16th.continue.up.pos0,167,8,16th.continue.up.pos1,167,8,False
16th.continue.up.pos-1,167,9,accid.sharp.pos1,167,9,False
16th.continue.up.pos-2,167,10,16th.continue.up.pos1,167,9,False
16th.stop.up.pos-3,167,11,accid.sharp.pos2,167,10,True
barline.regular,167,11,16th.continue.up.pos2,167,10,True
barline.return-to-top,167,11,16th.stop.up.pos2,167,11,False
-,-,-,barline.regular,167,11,False
-,-,-,16th.start.down.pos10,167,0,False
-,-,-,16th.continue.down.pos11,167,1,False
-,-,-,16th.continue.down.pos12,167,2,False
-,-,-,16th.continue.down.pos11,167,3,False
-,-,-,16th.continue.down.pos10,167,4,False
-,-,-,16th.stop.down.pos11,167,5,False
-,-,-,eighth.start.down.pos12,167,6,False
-,-,-,eighth.continue.down.pos11,167,7,False
-,-,-,eighth.stop.down.pos10,167,8,False
-,-,-,barline.regular,167,8,False
-,-,-,quarter.noBeam.up.pos2,167,0,False
-,-,-,duration.dot.pos2,167,0,False
-,-,-,eighth.start.up.pos5,167,1,False
-,-,-,eighth.continue.up.pos-2,167,2,False
-,-,-,eighth.stop.up.pos5,167,3,False
-,-,-,barline.regular,167,3,False
-,-,-,barline.return-to-top,167,3,False
measure 168,-,-,-,-,-,-
half.noBeam.down.pos12,168,0,accid.sharp.pos5,168,0,False
duration.dot.pos12,168,0,eighth.start.down.pos5,168,0,False
>,168,0,eighth.continue.down.pos4,168,1,False
tie.start.pos12,168,0,eighth.stop.down.pos3,168,2,False
barline.regular,168,0,quarter.noBeam.down.pos7,168,3,False
accid.sharp.pos8,168,0,duration.dot.pos8,168,3,False
half.noBeam.down.pos8,168,0,barline.regular,168,3,False
duration.dot.pos8,168,0,eighth.noBeam.up.pos3,168,0,False
>,168,0,accid.sharp.pos2,168,1,True
tie.start.pos8,168,0,quarter.noBeam.up.pos2,168,1,False
barline.regular,168,0,16th.start.up.pos0,168,2,False
half.noBeam.up.pos2,168,0,16th.continue.up.pos-1,168,3,False
duration.dot.pos2,168,0,accid.sharp.pos-2,168,4,False
>,168,0,16th.continue.up.pos-2,168,4,False
tie.start.pos2,168,0,16th.continue.up.pos-1,168,5,False
barline.regular,168,0,16th.continue.up.pos0,168,6,False
accid.sharp.pos-3,168,0,16th.stop.up.pos1,168,7,False
16th.start.up.pos-3,168,0,barline.regular,168,7,False
16th.continue.up.pos-2,168,1,16th.start.down.pos6,168,0,False
accid.sharp.pos-1,168,2,16th.continue.down.pos5,168,1,False
16th.continue.up.pos-1,168,2,accid.sharp.pos4,168,2,False
16th.continue.up.pos-2,168,3,16th.continue.down.pos4,168,2,False
16th.continue.up.pos-3,168,4,16th.continue.down.pos5,168,3,False
16th.stop.up.pos-2,168,5,16th.continue.down.pos6,168,4,False
16th.start.up.pos-1,168,6,16th.stop.down.pos7,168,5,False
accid.sharp.pos0,168,7,quarter.noBeam.down.pos8,168,6,False
16th.continue.up.pos0,168,7,duration.dot.pos8,168,6,False
16th.continue.up.pos1,168,8,barline.regular,168,6,False
16th.continue.up.pos0,168,9,quarter.noBeam.up.pos1,168,0,False
16th.continue.up.pos-1,168,10,duration.dot.pos2,168,0,False
16th.stop.up.pos0,168,11,accid.sharp.pos3,168,1,False
barline.regular,168,11,16th.start.up.pos3,168,1,False
barline.return-to-top,168,11,16th.continue.up.pos2,168,2,False
-,-,-,16th.continue.up.pos1,168,3,False
-,-,-,16th.continue.up.pos2,168,4,False
-,-,-,16th.continue.up.pos3,168,5,False
-,-,-,16th.stop.up.pos4,168,6,False
-,-,-,barline.regular,168,6,False
-,-,-,barline.return-to-top,168,6,False
measure 169,-,-,-,-,-,-
half.noBeam.down.pos12,169,0,16th.start.up.pos2,169,0,False
duration.dot.pos12,169,0,16th.continue.up.pos3,169,1,False
barline.regular,169,0,accid.flat.pos4,169,2,False
half.noBeam.down.pos8,169,0,16th.continue.up.pos4,169,2,False
duration.dot.pos8,169,0,16th.continue.up.pos3,169,3,False
barline.regular,169,0,16th.continue.up.pos2,169,4,False
half.noBeam.up.pos2,169,0,16th.stop.up.pos3,169,5,False
duration.dot.pos2,169,0,eighth.start.up.pos4,169,6,False
barline.regular,169,0,eighth.continue.up.pos3,169,7,False
16th.start.up.pos1,169,0,eighth.stop.up.pos2,169,8,False
16th.continue.up.pos2,169,1,barline.regular,169,8,False
16th.continue.up.pos3,169,2,accid.sharp.pos-2,169,0,False
16th.continue.up.pos2,169,3,quarter.noBeam.up.pos-2,169,0,False
16th.continue.up.pos1,169,4,duration.dot.pos-2,169,0,False
16th.stop.up.pos0,169,5,>,169,0,False
accid.sharp.pos-1,169,6,tie.start.pos-2,169,0,False
16th.start.up.pos-1,169,6,eighth.start.up.pos-2,169,1,False
16th.continue.up.pos0,169,7,eighth.continue.up.pos-1,169,2,False
16th.continue.up.pos1,169,8,eighth.stop.up.pos0,169,3,False
16th.continue.up.pos0,169,9,barline.regular,169,3,False
16th.continue.up.pos-1,169,10,16th.start.up.pos-1,169,0,False
16th.stop.up.pos-2,169,11,16th.continue.up.pos0,169,1,False
barline.regular,169,11,16th.continue.up.pos1,169,2,False
barline.return-to-top,169,11,16th.continue.up.pos0,169,3,False
-,-,-,16th.continue.up.pos-1,169,4,False
-,-,-,16th.stop.up.pos0,169,5,False
-,-,-,16th.start.up.pos1,169,6,False
-,-,-,16th.continue.up.pos2,169,7,False
-,-,-,accid.flat.pos3,169,8,False
-,-,-,16th.continue.up.pos3,169,8,False
-,-,-,accid.natural.pos3,169,9,False
-,-,-,16th.continue.up.pos3,169,9,False
-,-,-,16th.continue.up.pos4,169,10,False
-,-,-,accid.sharp.pos4,169,11,False
-,-,-,16th.stop.up.pos4,169,11,False
-,-,-,barline.regular,169,11,False
-,-,-,quarter.noBeam.down.pos5,169,0,False
-,-,-,duration.dot.pos6,169,0,False
-,-,-,quarter.noBeam.up.pos1,169,1,False
-,-,-,duration.dot.pos2,169,1,False
-,-,-,barline.regular,169,1,False
-,-,-,barline.return-to-top,169,1,True
measure 170,-,-,-,-,-,-
half.noBeam.down.pos12,170,0,eighth.start.down.pos1,170,0,False
duration.dot.pos12,170,0,eighth.continue.down.pos13,170,1,False
>,170,0,eighth.stop.down.pos1,170,2,True
tie.start.pos12,170,0,eighth.start.down.pos13,170,3,True
barline.regular,170,0,eighth.continue.down.pos1,170,4,False
accid.sharp.pos8,170,0,eighth.stop.down.pos13,170,5,False
half.noBeam.down.pos8,170,0,barline.regular,170,5,True
duration.dot.pos8,170,0,dynamics.f,170,0,False
>,170,0,>,170,1,False
tie.start.pos8,170,0,quarter.noBeam.up.pos-1,170,1,False
barline.regular,170,0,quarter.noBeam.up.pos-1,170,2,False
half.noBeam.up.pos2,170,0,quarter.noBeam.up.pos-1,170,3,False
duration.dot.pos2,170,0,barline.regular,170,3,False
>,170,0,dynamics.f,170,0,True
tie.start.pos2,170,0,>,170,1,False
barline.regular,170,0,dynamics.f,170,1,False
accid.sharp.pos-3,170,0,>,170,2,False
16th.start.up.pos-3,170,0,quarter.noBeam.down.pos5,170,2,False
16th.continue.up.pos-2,170,1,rest.eighth,170,3,False
accid.sharp.pos-1,170,2,rest.quarter,170,4,False
16th.continue.up.pos-1,170,2,duration.dot.pos5,170,4,False
16th.continue.up.pos-2,170,3,barline.regular,170,4,True
16th.continue.up.pos-3,170,4,dynamics.f,170,0,False
16th.stop.up.pos-2,170,5,>,170,1,False
16th.start.up.pos-1,170,6,eighth.start.down.pos11,170,1,False
accid.sharp.pos0,170,7,eighth.continue.down.pos-1,170,2,False
16th.continue.up.pos0,170,7,eighth.stop.down.pos11,170,3,True
16th.continue.up.pos1,170,8,eighth.start.down.pos0,170,4,True
16th.continue.up.pos0,170,9,eighth.continue.down.pos11,170,5,False
16th.continue.up.pos-1,170,10,eighth.stop.down.pos1,170,6,False
16th.stop.up.pos0,170,11,barline.regular,170,6,False
barline.regular,170,11,barline.return-to-top,170,6,False
barline.return-to-top,170,11,-,-,-,-
measure 171,-,-,-,-,-,-
half.noBeam.down.pos12,171,1,eighth.start.down.pos1,171,0,False
duration.dot.pos12,171,1,eighth.continue.down.pos13,171,1,False
barline.regular,171,1,eighth.stop.down.pos1,171,2,True
half.noBeam.down.pos8,171,2,eighth.start.down.pos13,171,3,True
duration.dot.pos8,171,2,eighth.continue.down.pos1,171,4,False
barline.regular,171,2,eighth.stop.down.pos13,171,5,False
half.noBeam.up.pos2,171,2,barline.regular,171,5,False
duration.dot.pos2,171,2,quarter.noBeam.up.pos-1,171,0,False
barline.regular,171,2,quarter.noBeam.up.pos-1,171,1,False
16th.start.up.pos1,171,2,quarter.noBeam.up.pos-1,171,2,False
16th.continue.up.pos2,171,3,barline.regular,171,2,False
16th.continue.up.pos3,171,4,rest.half,171,0,False
16th.continue.up.pos2,171,5,duration.dot.pos5,171,0,False
16th.continue.up.pos1,171,6,barline.regular,171,0,False
16th.stop.up.pos2,171,7,eighth.start.down.pos11,171,0,False
16th.start.down.pos3,171,8,accid.flat.pos2,171,1,False
16th.continue.down.pos4,171,9,eighth.continue.down.pos2,171,1,False
accid.sharp.pos4,171,10,eighth.stop.down.pos11,171,2,True
16th.continue.down.pos4,171,10,eighth.start.down.pos2,171,3,True
16th.continue.down.pos5,171,11,eighth.continue.down.pos11,171,4,False
accid.sharp.pos6,171,12,eighth.stop.down.pos2,171,5,False
16th.continue.down.pos6,171,12,barline.regular,171,5,False
accid.sharp.pos7,171,13,barline.return-to-top,171,5,False
16th.stop.down.pos7,171,13,-,-,-,-
barline.regular,171,13,-,-,-,-
barline.return-to-top,171,13,-,-,-,-
measure 172,-,-,-,-,-,-
dynamics.f,172,0,16th.start.down.pos13,172,0,False
>,172,1,accid.flat.pos14,172,1,False
16th.start.down.pos12,172,1,16th.continue.down.pos14,172,1,False
16th.continue.down.pos13,172,2,16th.continue.down.pos15,172,2,False
16th.continue.down.pos14,172,3,16th.continue.down.pos14,172,3,False
16th.continue.down.pos13,172,4,16th.continue.down.pos13,172,4,False
16th.continue.down.pos12,172,5,16th.stop.down.pos12,172,5,False
16th.stop.down.pos11,172,6,accid.flat.pos11,172,6,False
16th.start.down.pos10,172,7,eighth.start.down.pos11,172,6,False
16th.continue.down.pos11,172,8,eighth.continue.down.pos13,172,7,False
16th.continue.down.pos12,172,9,eighth.stop.down.pos11,172,8,False
16th.continue.down.pos11,172,10,barline.regular,172,8,False
16th.continue.down.pos10,172,11,accid.flat.pos4,172,0,False
16th.stop.down.pos9,172,12,quarter.noBeam.up.pos-1,172,0,False
barline.regular,172,12,>,172,0,False
dynamics.f,172,0,quarter.noBeam.up.pos4,172,0,False
>,172,1,rest.eighth,172,1,False
quarter.noBeam.down.pos3,172,1,16th.start.down.pos6,172,2,False
>,172,1,accid.flat.pos7,172,3,False
quarter.noBeam.down.pos7,172,1,16th.continue.down.pos7,172,3,False
rest.eighth,172,2,16th.continue.down.pos8,172,4,False
rest.quarter,172,3,16th.continue.down.pos7,172,5,False
rest.eighth,172,4,16th.continue.down.pos6,172,6,False
barline.regular,172,4,16th.stop.down.pos5,172,7,False
dynamics.f,172,0,barline.regular,172,7,False
>,172,1,quarter.noBeam.up.pos0,172,0,False
eighth.start.up.pos2,172,1,rest.eighth,172,1,False
eighth.continue.up.pos-1,172,2,rest.quarter,172,2,False
eighth.stop.up.pos2,172,3,duration.dot.pos5,172,2,False
eighth.start.up.pos4,172,4,barline.regular,172,2,False
eighth.continue.up.pos2,172,5,accid.flat.pos2,172,0,False
eighth.stop.up.pos4,172,6,quarter.noBeam.up.pos2,172,0,False
barline.regular,172,6,rest.eighth,172,1,False
dynamics.f,172,0,rest.quarter,172,2,False
>,172,1,duration.dot.pos5,172,2,False
quarter.noBeam.down.pos8,172,1,barline.regular,172,2,False
rest.eighth,172,2,barline.return-to-top,172,2,False
rest.quarter,172,3,-,-,-,-
duration.dot.pos5,172,3,-,-,-,-
barline.regular,172,3,-,-,-,-
barline.return-to-top,172,3,-,-,-,-
measure 173,-,-,-,-,-,-
quarter.noBeam.down.pos8,173,0,eighth.start.up.pos8,173,0,False
rest.eighth,173,1,eighth.continue.up.pos-1,173,1,False
rest.quarter,173,2,eighth.stop.up.pos1,173,2,False
rest.eighth,173,3,accid.flat.pos4,173,3,False
barline.regular,173,3,eighth.start.down.pos4,173,3,False
16th.start.down.pos8,173,0,eighth.continue.down.pos4,173,4,False
16th.continue.down.pos9,173,1,eighth.stop.down.pos6,173,5,False
16th.continue.down.pos10,173,2,barline.regular,173,5,False
16th.continue.down.pos9,173,3,accid.flat.pos4,173,0,False
16th.continue.down.pos8,173,4,eighth.start.up.pos4,173,0,False
16th.stop.down.pos7,173,5,accid.flat.pos-3,173,1,False
16th.start.down.pos6,173,6,eighth.continue.up.pos-3,173,1,False
16th.continue.down.pos7,173,7,eighth.stop.up.pos-1,173,2,False
16th.continue.down.pos8,173,8,eighth.start.up.pos-1,173,3,False
16th.continue.down.pos7,173,9,eighth.continue.up.pos1,173,4,False
16th.continue.down.pos6,173,10,eighth.stop.up.pos4,173,5,False
16th.stop.down.pos5,173,11,barline.regular,173,5,False
barline.regular,173,11,16th.start.down.pos5,173,0,False
quarter.noBeam.down.pos5,173,0,accid.flat.pos6,173,1,False
>,173,0,16th.continue.down.pos6,173,1,False
quarter.noBeam.down.pos9,173,0,16th.continue.down.pos7,173,2,False
rest.eighth,173,1,16th.continue.down.pos6,173,3,False
rest.quarter,173,2,16th.continue.down.pos5,173,4,False
rest.eighth,173,3,16th.stop.down.pos4,173,5,False
barline.regular,173,3,accid.flat.pos3,173,6,False
eighth.start.up.pos4,173,0,quarter.noBeam.up.pos3,173,6,False
eighth.continue.up.pos1,173,1,rest.eighth,173,7,False
eighth.stop.up.pos4,173,2,barline.regular,173,7,False
eighth.start.down.pos6,173,3,rest.quarter,173,0,False
eighth.continue.down.pos4,173,4,duration.dot.pos5,173,0,False
eighth.stop.down.pos6,173,5,accid.flat.pos2,173,1,False
barline.regular,173,5,16th.start.up.pos2,173,1,False
barline.return-to-top,173,5,16th.continue.up.pos3,173,2,False
-,-,-,16th.continue.up.pos4,173,3,False
-,-,-,16th.continue.up.pos3,173,4,False
-,-,-,16th.continue.up.pos2,173,5,False
-,-,-,16th.stop.up.pos1,173,6,False
-,-,-,barline.regular,173,6,False
-,-,-,barline.return-to-top,173,6,False
measure 174,-,-,-,-,-,-
16th.start.down.pos13,174,0,accid.flat.pos11,174,0,False
16th.continue.down.pos14,174,1,16th.start.down.pos11,174,0,False
16th.continue.down.pos15,174,2,16th.continue.down.pos12,174,1,False
16th.continue.down.pos14,174,3,16th.continue.down.pos13,174,2,False
16th.continue.down.pos13,174,4,16th.continue.down.pos12,174,3,False
16th.stop.down.pos12,174,5,16th.continue.down.pos11,174,4,False
16th.start.down.pos11,174,6,16th.stop.down.pos10,174,5,False
16th.continue.down.pos12,174,7,accid.sharp.pos9,174,6,True
16th.continue.down.pos13,174,8,eighth.start.down.pos9,174,6,False
16th.continue.down.pos12,174,9,eighth.continue.down.pos11,174,7,False
16th.continue.down.pos11,174,10,eighth.stop.down.pos9,174,8,False
16th.stop.down.pos10,174,11,barline.regular,174,8,False
barline.regular,174,11,accid.flat.pos4,174,0,False
eighth.start.down.pos9,174,0,quarter.noBeam.up.pos-5,174,0,False
eighth.continue.down.pos-1,174,1,>,174,0,False
eighth.stop.down.pos2,174,2,quarter.noBeam.up.pos-1,174,0,False
eighth.start.up.pos4,174,3,>,174,0,False
eighth.continue.up.pos2,174,4,quarter.noBeam.up.pos4,174,0,False
eighth.stop.up.pos4,174,5,rest.eighth,174,1,False
barline.regular,174,5,16th.start.down.pos4,174,2,False
16th.start.down.pos10,174,0,16th.continue.down.pos5,174,3,False
16th.continue.down.pos11,174,1,16th.continue.down.pos6,174,4,False
16th.continue.down.pos12,174,2,16th.continue.down.pos5,174,5,False
16th.continue.down.pos11,174,3,16th.continue.down.pos4,174,6,False
16th.continue.down.pos10,174,4,16th.stop.down.pos3,174,7,False
16th.stop.down.pos9,174,5,barline.regular,174,7,False
16th.start.down.pos8,174,6,accid.flat.pos10,174,0,False
16th.continue.down.pos9,174,7,quarter.noBeam.down.pos1,174,0,False
16th.continue.down.pos10,174,8,>,174,0,False
16th.continue.down.pos9,174,9,quarter.noBeam.down.pos5,174,0,False
16th.continue.down.pos8,174,10,>,174,0,False
16th.stop.down.pos7,174,11,quarter.noBeam.down.pos10,174,0,False
barline.regular,174,11,rest.eighth,174,1,False
quarter.noBeam.down.pos7,174,0,rest.quarter,174,2,False
rest.eighth,174,1,duration.dot.pos5,174,2,False
rest.quarter,174,2,barline.regular,174,2,False
duration.dot.pos5,174,2,quarter.noBeam.up.pos0,174,0,False
barline.regular,174,2,rest.eighth,174,1,False
barline.return-to-top,174,2,rest.quarter,174,2,False
-,-,-,duration.dot.pos5,174,2,False
